n_oos_days,oos_start_target,oos_end_target,model_rmse,persistence_rmse,rmse_improvement,rmse_improvement_threshold,meets_rmse_threshold,model_qlike,persistence_qlike,out_of_sample_r2_vs_persistence,mean_sq_err_reduction,sq_err_reduction_ci_low,sq_err_reduction_median,sq_err_reduction_ci_high,sq_err_reduction_prob_positive,sq_err_reduction_excludes_zero_low,beats_persistence,embargo,block_length,n_resamples,seed
1008,2020-06-22,2024-06-24,0.06748787447646012,0.0845750538268204,0.20203568992517268,0.1,True,0.47950709352057447,1.267073241721978,0.36325295984680483,0.002598326528459129,0.001676452817550036,0.0025374587617846547,0.0036213871237171327,1.0,True,True,4,21,10000,42
