n_simulations,n_test_days,seed,actual_strategy_total_return,actual_buy_and_hold_total_return,actual_excess_total_return,strategy_beats_buy_and_hold_total_return_probability,strategy_beats_buy_and_hold_sharpe_probability,excess_total_return_p05,excess_total_return_p50,excess_total_return_p95,strategy_total_return_p50,buy_and_hold_total_return_p50,excess_sharpe_p05,excess_sharpe_p50,excess_sharpe_p95
10000,690,42,0.2716608535181195,0.3051005823139403,-0.0334397287958208,0.3864,0.4254,-0.24615362713562794,-0.030598370819298837,0.14796567648834025,0.2630624769690665,0.29151103242648446,-0.33134675064475916,-0.03354230276120783,0.26508897630243045
